w1,PexPRO_17,PexPRO_23,PexPRO_30,QexPRO_17,QexPRO_23,QexPRO_30
0.400000,0.487156,0.593514,0.280141,0.000000,0.248832,0.231215
0.400000,0.489688,0.594849,0.278141,0.000000,0.244296,0.234527
0.400000,0.503653,0.620591,0.280447,0.000000,0.238741,0.251523
0.400000,0.455951,0.514999,0.259673,0.000000,0.238780,0.194754
0.400000,0.506539,0.618667,0.275651,0.000000,0.229879,0.255540
0.400000,0.490542,0.583223,0.266802,0.000000,0.228092,0.236934
0.400000,0.499722,0.530756,0.251559,0.000000,0.228457,0.213281
0.400000,0.494476,0.518296,0.246778,0.000000,0.225727,0.207546
0.400000,0.490298,0.508114,0.242397,0.000000,0.222901,0.203090
0.400000,0.486751,0.499920,0.242080,0.000000,0.220579,0.202288
0.400000,0.524523,0.379676,0.305568,0.000000,0.205105,0.245880
0.400000,0.568426,0.079676,0.227044,0.000000,0.081131,0.189735
0.400000,0.425200,-0.220324,-0.072955,0.000000,0.000000,0.074456
0.400000,0.424950,-0.227250,-0.094438,0.000000,0.000000,0.098695
0.400000,0.421100,-0.226500,-0.095388,0.000000,0.000000,0.095623
0.400000,0.417250,-0.225750,-0.092114,0.000000,0.000000,0.107814
0.400000,0.413400,-0.225000,-0.092732,0.000000,0.000000,0.105938
0.400000,0.407666,-0.217911,-0.051787,0.000000,0.000000,0.088081
0.400000,0.569576,0.082089,0.248213,0.000000,0.062865,0.197289
0.400000,0.514178,0.382089,0.334818,0.000000,0.213161,0.240794
0.400000,0.472454,0.489800,0.287125,0.000000,0.234388,0.192168
0.400000,0.478825,0.519342,0.301186,0.000000,0.249259,0.191092
0.400000,0.480106,0.538019,0.313753,0.000000,0.264745,0.183588
0.400000,0.488255,0.571329,0.328876,0.000000,0.279605,0.184300
0.400000,0.537320,0.604378,0.339761,0.000000,0.296284,0.190423
0.400000,0.525333,0.593923,0.358890,0.000000,0.311949,0.190831
0.400000,0.511545,0.579652,0.377859,0.000000,0.328002,0.188677
0.400000,0.500851,0.578973,0.397356,0.000000,0.326341,0.191437
0.400000,0.485212,0.573815,0.414513,0.000000,0.310036,0.189307
0.400000,0.479999,0.650324,0.470165,0.000000,0.356198,0.217471
0.400000,0.463864,0.723177,0.524819,0.000000,0.402601,0.243831
0.400000,0.454227,0.808505,0.581659,0.000000,0.448224,0.277241
0.400000,0.477722,0.890860,0.632162,0.000000,0.479095,0.311433
0.400000,0.466703,0.974150,0.684809,0.000000,0.501103,0.347669
0.400000,0.452047,1.020796,0.728034,0.000000,0.524703,0.366622
0.400000,0.437433,1.111727,0.809340,0.000000,0.483689,0.436109
0.400000,0.422789,1.209408,0.874867,0.000000,0.482230,0.491074
0.400000,0.409394,1.257201,0.919857,0.000000,0.496391,0.516897
0.400000,0.396000,1.330281,0.979919,0.000000,0.488643,0.568062
0.400000,0.400540,1.422789,1.018212,0.000000,0.274179,0.599999
0.400000,0.420111,1.426588,1.077130,0.000000,0.272460,0.600000
0.400000,0.427718,1.388174,1.105960,0.000000,0.396712,0.600000
0.400000,0.357366,1.088174,0.981662,0.000000,0.599995,0.546668
0.400000,0.401171,0.788175,1.025401,0.000000,0.390826,0.599979
0.400000,0.393057,0.724996,1.040855,0.000000,0.345620,0.598075
0.400000,0.355211,0.699566,1.039417,0.000000,0.326852,0.572061
0.400000,0.346283,0.678006,1.042163,0.000000,0.311602,0.576358
0.400000,0.349012,0.483710,1.062926,0.000000,0.167273,0.595378
0.400000,0.480508,0.183710,0.852178,0.000000,0.000040,0.600000
0.400000,0.515619,0.161405,0.905269,0.000000,0.082080,0.600000
0.400000,0.501891,0.179560,0.900475,0.000000,0.103682,0.600000
0.400000,0.445868,0.184344,1.023496,0.000000,0.118950,0.600000
0.400000,0.467208,0.220588,1.039766,0.000000,0.119083,0.600000
0.400000,0.471579,0.220573,1.138344,0.000000,0.103913,0.600000
0.400000,0.477398,0.191810,1.068851,0.000000,0.157168,0.600000
0.400000,0.492617,0.185430,1.083724,0.000000,0.166546,0.600000
0.400000,0.492370,0.178560,1.084514,0.000000,0.175557,0.600000
0.400000,0.468968,0.159821,1.054566,0.000000,0.174729,0.600000
0.400000,0.468395,0.143193,1.024848,0.000000,0.175483,0.600000
0.400000,0.495272,0.135497,0.901339,0.000000,0.182937,0.600000
0.400000,0.473663,0.180094,0.938416,0.000000,0.079610,0.600000
0.400000,0.460107,0.162139,0.921009,0.000000,0.079369,0.600000
0.400000,0.466784,0.149116,0.859737,0.000000,0.082781,0.600000
0.400000,0.472263,0.135119,0.818327,0.000000,0.084419,0.600000
0.400000,0.460998,0.117680,0.804250,0.000000,0.083476,0.600000
0.400000,0.438036,0.247784,0.721331,0.000000,0.191427,0.600000
0.400000,0.352931,0.547784,0.797746,0.000000,0.416427,0.600000
0.400000,0.363752,0.847783,0.787248,0.000000,0.518220,0.600000
0.400000,0.340394,1.025235,0.780258,0.000000,0.342509,0.600000
0.400000,0.340347,0.997735,0.782101,0.000000,0.335740,0.600000
0.400000,0.352554,0.976642,0.769425,0.000000,0.330932,0.600000
0.400000,0.353094,0.959220,0.762896,0.000000,0.326797,0.600000
0.400000,0.402735,1.095850,0.842488,0.000000,0.287266,0.600000
0.400000,0.450786,1.103430,0.868027,0.000000,0.267059,0.600000
0.400000,0.480437,1.122906,0.942700,0.000000,0.191944,0.571688
0.400000,0.526309,1.127206,0.957741,0.000000,0.178410,0.546355
0.400000,0.528612,1.128803,0.970818,0.000000,0.179255,0.547022
0.400000,0.537445,1.130298,0.966218,0.000000,0.177905,0.541286
0.400000,0.533173,1.129034,0.951944,0.000000,0.191286,0.562327
0.400000,0.543160,1.128658,0.939341,0.000000,0.199452,0.572405
0.400000,0.550947,1.129936,0.920216,0.000000,0.199312,0.561688
0.400000,0.558734,1.129715,0.847887,0.000000,0.206412,0.542574
0.400000,0.562464,1.127266,0.771043,0.000000,0.223225,0.532855
0.400000,0.523456,1.109643,0.762286,0.000000,0.241600,0.549685
0.400000,0.579063,0.984606,0.755115,0.000000,0.236144,0.571028
0.400000,0.584671,0.930109,0.751583,0.000000,0.227151,0.570496
0.400000,0.590273,0.912389,0.680076,0.000000,0.296958,0.557391
0.400000,0.577736,0.904637,0.629393,0.000000,0.323535,0.517732
0.400000,0.565635,0.879700,0.601980,0.000000,0.313316,0.497174
0.400000,0.596500,0.709309,0.672691,0.000000,0.293465,0.500073
0.400000,0.546992,0.409309,0.372691,0.000000,0.319268,0.336227
0.400000,0.547499,0.109809,0.284575,0.000000,0.111231,0.265133
0.400000,0.597995,-0.015869,0.239047,0.000000,0.016598,0.231127
0.400000,0.598745,-0.032477,0.207436,0.000000,0.003579,0.190892
0.400000,0.599495,-0.036491,0.176200,0.000000,0.000006,0.156200
0.400000,0.600246,-0.035746,0.149946,0.000000,0.000003,0.144977
0.420000,0.494398,0.588793,0.278328,0.000000,0.249426,0.229855
0.420000,0.496933,0.590125,0.276327,0.000000,0.244890,0.233167
0.420000,0.510901,0.615865,0.278635,0.000000,0.239335,0.250164
0.420000,0.463203,0.510274,0.257855,0.000000,0.239376,0.193391
0.420000,0.513793,0.613936,0.273838,0.000000,0.230474,0.254180
0.420000,0.497799,0.578490,0.264986,0.000000,0.228688,0.235573
0.420000,0.501308,0.529731,0.251167,0.000000,0.228590,0.212987
0.420000,0.496065,0.517271,0.246385,0.000000,0.225860,0.207252
0.420000,0.491889,0.507086,0.242004,0.000000,0.223035,0.202795
0.420000,0.488345,0.498891,0.241686,0.000000,0.220713,0.201993
0.420000,0.524398,0.372001,0.307560,0.000000,0.204039,0.247370
0.420000,0.557843,0.072001,0.219691,0.000000,0.075375,0.184220
0.420000,0.425200,-0.227999,-0.080309,0.000000,0.000000,0.085459
0.420000,0.424950,-0.227250,-0.094438,0.000000,0.000000,0.098695
0.420000,0.421100,-0.226500,-0.095388,0.000000,0.000000,0.095623
0.420000,0.417250,-0.225750,-0.092114,0.000000,0.000000,0.107814
0.420000,0.413400,-0.225000,-0.092732,0.000000,0.000000,0.105938
0.420000,0.407666,-0.217913,-0.060031,0.000000,0.000000,0.099261
0.420000,0.555886,0.082087,0.239969,0.000000,0.062864,0.191106
0.420000,0.515341,0.382087,0.333780,0.000000,0.213430,0.240015
0.420000,0.474068,0.488758,0.286725,0.000000,0.234524,0.191869
0.420000,0.480439,0.518300,0.300787,0.000000,0.249394,0.190792
0.420000,0.481721,0.536976,0.313353,0.000000,0.264880,0.183288
0.420000,0.489869,0.570287,0.328476,0.000000,0.279740,0.184000
0.420000,0.530558,0.608702,0.341404,0.000000,0.295709,0.191656
0.420000,0.518573,0.598243,0.360535,0.000000,0.311375,0.192065
0.420000,0.504784,0.583970,0.379509,0.000000,0.327431,0.189914
0.420000,0.494453,0.582705,0.399271,0.000000,0.329140,0.192873
0.420000,0.478822,0.577539,0.416428,0.000000,0.312829,0.190744
0.420000,0.479998,0.650324,0.470165,0.000000,0.356199,0.217471
0.420000,0.463864,0.723177,0.524819,0.000000,0.402602,0.243831
0.420000,0.454226,0.808506,0.581660,0.000000,0.448227,0.277242
0.420000,0.477723,0.890859,0.632162,0.000000,0.479097,0.311433
0.420000,0.466703,0.974150,0.684809,0.000000,0.501104,0.347668
0.420000,0.452047,1.020796,0.728034,0.000000,0.524704,0.366621
0.420000,0.437424,1.111730,0.809345,0.000000,0.483683,0.436113
0.420000,0.422789,1.205255,0.879120,0.000000,0.473037,0.494264
0.420000,0.409394,1.253035,0.924126,0.000000,0.486933,0.520099
0.420000,0.396000,1.330281,0.979919,0.000000,0.488642,0.568062
0.420000,0.404866,1.419691,1.016690,0.000000,0.284820,0.600000
0.420000,0.424374,1.423691,1.075483,0.000000,0.282492,0.600000
0.420000,0.428971,1.396465,1.096302,0.000000,0.376949,0.600000
0.420000,0.352617,1.096466,0.993745,0.000000,0.590433,0.555730
0.420000,0.398775,0.811792,1.025427,0.000000,0.408539,0.599998
0.420000,0.383751,0.807422,1.043400,0.000000,0.407440,0.599983
0.420000,0.345605,0.781831,1.042963,0.000000,0.388551,0.574721
0.420000,0.336678,0.760316,1.045765,0.000000,0.373335,0.579060
0.420000,0.346716,0.483737,1.069086,0.000000,0.167293,0.599997
0.420000,0.480505,0.183737,0.852181,0.000000,0.000001,0.600000
0.420000,0.512779,0.160950,0.910390,0.000000,0.081739,0.600000
0.420000,0.494877,0.178438,0.913141,0.000000,0.102840,0.600000
0.420000,0.445868,0.184345,1.023496,0.000000,0.118949,0.600000
0.420000,0.467047,0.225407,1.039766,0.000000,0.112015,0.600000
0.420000,0.471579,0.224766,1.138003,0.000000,0.097849,0.600000
0.420000,0.477420,0.191816,1.068799,0.000000,0.157172,0.600000
0.420000,0.492680,0.185446,1.083574,0.000000,0.166558,0.600000
0.420000,0.492440,0.178577,1.084346,0.000000,0.175570,0.600000
0.420000,0.468960,0.159819,1.054585,0.000000,0.174727,0.600000
0.420000,0.468395,0.143193,1.024848,0.000000,0.175483,0.600000
0.420000,0.495272,0.135497,0.901339,0.000000,0.182937,0.600000
0.420000,0.473688,0.180101,0.938358,0.000000,0.079615,0.600000
0.420000,0.460082,0.162133,0.921067,0.000000,0.079365,0.600000
0.420000,0.466784,0.149116,0.859737,0.000000,0.082781,0.600000
0.420000,0.474563,0.135696,0.813105,0.000000,0.084852,0.600000
0.420000,0.463649,0.118349,0.798213,0.000000,0.083978,0.600000
0.420000,0.445055,0.198156,0.726334,0.000000,0.154198,0.600000
0.420000,0.352931,0.498156,0.797745,0.000000,0.379197,0.600000
0.420000,0.362305,0.798155,0.787247,0.000000,0.523876,0.600000
0.420000,0.337870,0.999148,0.780258,0.000000,0.378347,0.600000
0.420000,0.340346,0.970919,0.782101,0.000000,0.370875,0.600000
0.420000,0.352553,0.949843,0.769425,0.000000,0.365551,0.600000
0.420000,0.350571,0.933179,0.762895,0.000000,0.360955,0.600000
0.420000,0.404100,1.090082,0.846631,0.000000,0.305842,0.600000
0.420000,0.451860,1.098723,0.871445,0.000000,0.283495,0.600000
0.420000,0.483265,1.122452,0.940070,0.000000,0.194248,0.575444
0.420000,0.533872,1.126086,0.950583,0.000000,0.184480,0.557173
0.420000,0.536458,1.127657,0.963376,0.000000,0.185434,0.558244
0.420000,0.545215,1.129156,0.958855,0.000000,0.184110,0.552556
0.420000,0.533174,1.129034,0.951944,0.000000,0.191286,0.562328
0.420000,0.543160,1.128655,0.939342,0.000000,0.199465,0.572432
0.420000,0.550947,1.127584,0.921519,0.000000,0.210545,0.584117
0.420000,0.558734,1.126961,0.849644,0.000000,0.219063,0.564220
0.420000,0.566519,1.125400,0.768522,0.000000,0.231226,0.542755
0.420000,0.523457,1.119074,0.752298,0.000000,0.261048,0.564572
0.420000,0.579063,0.998254,0.740830,0.000000,0.260294,0.591036
0.420000,0.584670,0.943647,0.737443,0.000000,0.249007,0.590332
0.420000,0.590272,0.912390,0.680076,0.000000,0.296958,0.557392
0.420000,0.577738,0.904628,0.629400,0.000000,0.323520,0.517738
0.420000,0.565633,0.879702,0.601980,0.000000,0.313317,0.497174
0.420000,0.596499,0.724672,0.656760,0.000000,0.293568,0.499414
0.420000,0.546993,0.424673,0.356760,0.000000,0.322927,0.324279
0.420000,0.547497,0.125174,0.315874,0.000000,0.122755,0.288608
0.420000,0.597995,0.078065,0.262544,0.000000,0.087048,0.248750
0.420000,0.598745,0.061426,0.230875,0.000000,0.074007,0.208471
0.420000,0.599494,0.045967,0.200711,0.000000,0.061850,0.174583
0.420000,0.600247,0.034587,0.175611,0.000000,0.052752,0.164225
0.440000,0.503102,0.583134,0.276162,0.000000,0.250144,0.228230
0.440000,0.505640,0.584464,0.274161,0.000000,0.245608,0.231542
0.440000,0.519611,0.610200,0.276469,0.000000,0.240053,0.248540
0.440000,0.471918,0.504611,0.255682,0.000000,0.240096,0.191761
0.440000,0.522509,0.608266,0.271671,0.000000,0.231192,0.252555
0.440000,0.506519,0.572820,0.262817,0.000000,0.229407,0.233946
0.440000,0.504794,0.527479,0.250309,0.000000,0.228882,0.212343
0.440000,0.499554,0.515016,0.245526,0.000000,0.226153,0.206607
0.440000,0.495381,0.504830,0.241144,0.000000,0.223327,0.202150
0.440000,0.491839,0.496633,0.240825,0.000000,0.221006,0.201347
0.440000,0.512867,0.371999,0.278733,0.000000,0.210739,0.225757
0.440000,0.537585,0.072000,0.209972,0.000000,0.075375,0.176931
0.440000,0.425200,-0.228000,-0.090028,0.000000,0.000000,0.098704
0.440000,0.424950,-0.227250,-0.094438,0.000000,0.000000,0.098694
0.440000,0.421100,-0.226500,-0.095388,0.000000,0.000000,0.095623
0.440000,0.417250,-0.225750,-0.092114,0.000000,0.000000,0.107814
0.440000,0.413400,-0.225000,-0.092732,0.000000,0.000000,0.105938
0.440000,0.407666,-0.217913,-0.069740,0.000000,0.000000,0.112484
0.440000,0.535678,0.082087,0.230260,0.000000,0.062863,0.183824
0.440000,0.504062,0.382087,0.312160,0.000000,0.217718,0.223800
0.440000,0.477575,0.486494,0.285859,0.000000,0.234817,0.191219
0.440000,0.483944,0.516038,0.299921,0.000000,0.249687,0.190143
0.440000,0.485223,0.534716,0.312487,0.000000,0.265173,0.182639
0.440000,0.493370,0.568027,0.327611,0.000000,0.280032,0.183351
0.440000,0.527090,0.610924,0.342250,0.000000,0.295414,0.192290
0.440000,0.515108,0.600462,0.361382,0.000000,0.311081,0.192700
0.440000,0.501313,0.586191,0.380358,0.000000,0.327136,0.190551
0.440000,0.491169,0.584625,0.400256,0.000000,0.330576,0.193612
0.440000,0.475544,0.579454,0.417414,0.000000,0.314264,0.191483
0.440000,0.479996,0.650325,0.470166,0.000000,0.356199,0.217472
0.440000,0.463864,0.723178,0.524819,0.000000,0.402600,0.243831
0.440000,0.454227,0.808506,0.581659,0.000000,0.448225,0.277242
0.440000,0.477722,0.890860,0.632162,0.000000,0.479096,0.311433
0.440000,0.466703,0.974150,0.684809,0.000000,0.501103,0.347669
0.440000,0.452047,1.020797,0.728034,0.000000,0.524704,0.366622
0.440000,0.437403,1.111738,0.809356,0.000000,0.483667,0.436122
0.440000,0.422789,1.201757,0.882710,0.000000,0.465558,0.496956
0.440000,0.409394,1.249527,0.927730,0.000000,0.479241,0.522802
0.440000,0.396000,1.330274,0.979926,0.000000,0.488625,0.568067
0.440000,0.406470,1.417010,1.017604,0.000000,0.293693,0.600000
0.440000,0.425928,1.421194,1.076271,0.000000,0.290835,0.600000
0.440000,0.429368,1.398340,1.094012,0.000000,0.372310,0.600000
0.440000,0.351801,1.098340,0.997548,0.000000,0.570141,0.558582
0.440000,0.390921,0.890069,1.025427,0.000000,0.467246,0.599998
0.440000,0.375902,0.885734,1.043417,0.000000,0.466174,0.599996
0.440000,0.336030,0.858630,1.048183,0.000000,0.446150,0.578635
0.440000,0.330364,0.783736,1.056531,0.000000,0.390899,0.587134
0.440000,0.346715,0.483737,1.069088,0.000000,0.167294,0.599999
0.440000,0.480505,0.183737,0.852181,0.000000,0.000001,0.600000
0.440000,0.512778,0.160951,0.910392,0.000000,0.081738,0.600000
0.440000,0.492454,0.178050,0.917538,0.000000,0.102547,0.600000
0.440000,0.445868,0.184347,1.023496,0.000000,0.118946,0.600000
0.440000,0.466866,0.230822,1.039766,0.000000,0.104078,0.600000
0.440000,0.471579,0.229617,1.137610,0.000000,0.090839,0.600000
0.440000,0.477445,0.191822,1.068738,0.000000,0.157177,0.600000
0.440000,0.492747,0.185463,1.083411,0.000000,0.166571,0.600000
0.440000,0.492515,0.178596,1.084164,0.000000,0.175584,0.600000
0.440000,0.468956,0.159818,1.054595,0.000000,0.174726,0.600000
0.440000,0.468395,0.143193,1.024848,0.000000,0.175483,0.600000
0.440000,0.495272,0.135497,0.901339,0.000000,0.182937,0.600000
0.440000,0.473711,0.180106,0.938305,0.000000,0.079619,0.600000
0.440000,0.460060,0.162127,0.921119,0.000000,0.079361,0.600000
0.440000,0.466784,0.149116,0.859737,0.000000,0.082781,0.600000
0.440000,0.474569,0.135698,0.813091,0.000000,0.084853,0.600000
0.440000,0.465613,0.118844,0.793752,0.000000,0.084349,0.600000
0.440000,0.451075,0.151768,0.732328,0.000000,0.119303,0.600000
0.440000,0.352931,0.451768,0.797745,0.000000,0.344303,0.600000
0.440000,0.362974,0.751767,0.787248,0.000000,0.523618,0.600000
0.440000,0.337535,0.975139,0.780258,0.000000,0.419143,0.600000
0.440000,0.340347,0.946821,0.782101,0.000000,0.410826,0.600000
0.440000,0.352554,0.925762,0.769425,0.000000,0.404889,0.600000
0.440000,0.350235,0.909218,0.762895,0.000000,0.399757,0.600000
0.440000,0.402809,1.085017,0.852721,0.000000,0.321181,0.600000
0.440000,0.450308,1.094606,0.876884,0.000000,0.297067,0.600000
0.440000,0.489304,1.121469,0.934512,0.000000,0.199152,0.583263
0.440000,0.539499,1.125235,0.945339,0.000000,0.188961,0.564910
0.440000,0.542299,1.126785,0.957920,0.000000,0.189993,0.566270
0.440000,0.551006,1.128286,0.953452,0.000000,0.188693,0.560620
0.440000,0.533180,1.129033,0.951938,0.000000,0.191291,0.562336
0.440000,0.543161,1.128655,0.939342,0.000000,0.199465,0.572432
0.440000,0.550947,1.126670,0.922079,0.000000,0.214744,0.592497
0.440000,0.558734,1.124506,0.851372,0.000000,0.229722,0.582284
0.440000,0.566514,1.122353,0.770878,0.000000,0.243690,0.560034
0.440000,0.526306,1.118181,0.750300,0.000000,0.264330,0.567482
0.440000,0.579061,1.004589,0.734186,0.000000,0.288703,0.599997
0.440000,0.584666,0.950508,0.730280,0.000000,0.275924,0.599994
0.440000,0.590272,0.912390,0.680075,0.000000,0.296959,0.557391
0.440000,0.577899,0.904526,0.629351,0.000000,0.323543,0.517701
0.440000,0.565797,0.879591,0.601937,0.000000,0.313329,0.497142
0.440000,0.596173,0.750324,0.630604,0.000000,0.293755,0.498361
0.440000,0.546994,0.450325,0.366674,0.000000,0.320823,0.331714
0.440000,0.547497,0.182046,0.340540,0.000000,0.165409,0.307108
0.440000,0.597995,0.164389,0.284238,0.000000,0.151791,0.265020
0.440000,0.598745,0.147738,0.252514,0.000000,0.138740,0.224700
0.440000,0.599494,0.132269,0.222299,0.000000,0.126576,0.190774
0.440000,0.600247,0.120881,0.197165,0.000000,0.117473,0.180391
0.460000,0.511617,0.577617,0.274053,0.000000,0.250853,0.226649
0.460000,0.514159,0.578945,0.272052,0.000000,0.246317,0.229961
0.460000,0.528131,0.604677,0.274361,0.000000,0.240762,0.246959
0.460000,0.480444,0.499089,0.253568,0.000000,0.240807,0.190176
0.460000,0.531036,0.602738,0.269562,0.000000,0.231901,0.250974
0.460000,0.515050,0.567291,0.260706,0.000000,0.230117,0.232363
0.460000,0.508303,0.525215,0.249446,0.000000,0.229177,0.211696
0.460000,0.503065,0.512751,0.244662,0.000000,0.226448,0.205960
0.460000,0.498895,0.502564,0.240279,0.000000,0.223623,0.201502
0.460000,0.495355,0.494366,0.239960,0.000000,0.221302,0.200698
0.460000,0.497878,0.371501,0.251961,0.000000,0.216073,0.205680
0.460000,0.518697,0.072000,0.207248,0.000000,0.075375,0.174888
0.460000,0.425200,-0.228000,-0.092752,0.000000,0.000000,0.102428
0.460000,0.424950,-0.227250,-0.094438,0.000000,0.000000,0.098695
0.460000,0.421100,-0.226500,-0.095388,0.000000,0.000000,0.095623
0.460000,0.417250,-0.225750,-0.092114,0.000000,0.000000,0.107814
0.460000,0.413400,-0.225000,-0.092732,0.000000,0.000000,0.105938
0.460000,0.407666,-0.217913,-0.077876,0.000000,0.000000,0.123614
0.460000,0.517725,0.082087,0.222124,0.000000,0.062864,0.177722
0.460000,0.489111,0.382087,0.285362,0.000000,0.223064,0.203703
0.460000,0.481102,0.484221,0.284990,0.000000,0.235114,0.190567
0.460000,0.487469,0.513766,0.299053,0.000000,0.249983,0.189491
0.460000,0.488745,0.532446,0.311619,0.000000,0.265468,0.181988
0.460000,0.496888,0.565759,0.326744,0.000000,0.280327,0.182701
0.460000,0.524533,0.612564,0.342875,0.000000,0.295198,0.192758
0.460000,0.512555,0.602098,0.362007,0.000000,0.310866,0.193169
0.460000,0.498756,0.587829,0.380985,0.000000,0.326922,0.191021
0.460000,0.488752,0.586039,0.400984,0.000000,0.331643,0.194158
0.460000,0.473130,0.580865,0.418141,0.000000,0.315325,0.192028
0.460000,0.479999,0.650323,0.470165,0.000000,0.356200,0.217471
0.460000,0.463864,0.723177,0.524819,0.000000,0.402605,0.243831
0.460000,0.454226,0.808506,0.581660,0.000000,0.448230,0.277242
0.460000,0.477723,0.890859,0.632161,0.000000,0.479097,0.311433
0.460000,0.466703,0.974150,0.684809,0.000000,0.501104,0.347668
0.460000,0.452048,1.020796,0.728033,0.000000,0.524705,0.366621
0.460000,0.437403,1.111738,0.809356,0.000000,0.483668,0.436122
0.460000,0.422789,1.205283,0.879092,0.000000,0.473097,0.494242
0.460000,0.409395,1.253067,0.924093,0.000000,0.487004,0.520075
0.460000,0.396000,1.330281,0.979919,0.000000,0.488645,0.568061
0.460000,0.407044,1.414631,1.019305,0.000000,0.301330,0.600000
0.460000,0.426457,1.418987,1.077852,0.000000,0.298001,0.600000
0.460000,0.428306,1.402082,1.091368,0.000000,0.362844,0.600000
0.460000,0.351800,1.102082,0.997071,0.000000,0.567818,0.558224
0.460000,0.383662,0.963196,1.025429,0.000000,0.522092,0.600000
0.460000,0.368653,0.958894,1.043423,0.000000,0.521044,0.599999
0.460000,0.326854,0.930095,1.054016,0.000000,0.499749,0.583010
0.460000,0.325511,0.783738,1.069726,0.000000,0.390901,0.597029
0.460000,0.346715,0.483738,1.069090,0.000000,0.167294,0.600000
0.460000,0.480505,0.183738,0.852182,0.000000,0.000000,0.600000
0.460000,0.512778,0.168612,0.909802,0.000000,0.070652,0.600000
0.460000,0.492452,0.193531,0.916341,0.000000,0.080136,0.600000
0.460000,0.445868,0.210270,1.021430,0.000000,0.081411,0.600000
0.460000,0.465762,0.264184,1.039766,0.000000,0.055338,0.600000
0.460000,0.471579,0.259938,1.135179,0.000000,0.047139,0.600000
0.460000,0.477678,0.191882,1.068175,0.000000,0.157222,0.600000
0.460000,0.493023,0.185532,1.082746,0.000000,0.166623,0.600000
0.460000,0.492799,0.178668,1.083480,0.000000,0.175638,0.600000
0.460000,0.469158,0.159870,1.054106,0.000000,0.174765,0.600000
0.460000,0.468395,0.143193,1.024848,0.000000,0.175483,0.600000
0.460000,0.495272,0.135497,0.901340,0.000000,0.182937,0.600000
0.460000,0.473732,0.180112,0.938256,0.000000,0.079623,0.600000
0.460000,0.460038,0.162122,0.921170,0.000000,0.079356,0.600000
0.460000,0.466784,0.149116,0.859737,0.000000,0.082781,0.600000
